customer_id,num_sessions,avg_session_dur_min,pages_per_session,cart_add_rate,checkout_rate,num_purchases,total_revenue_usd,avg_order_value,days_since_last_purchase,return_rate,device_type,region,acquisition_channel
CUST00534,13,7.31,5.26,0.286,0.2954,5,634.47,126.89,185,0.001,mobile,West,email
CUST00535,12,7.04,5.0,0.2945,0.2996,4,75.84,18.96,191,0.0931,mobile,West,paid_search
CUST00536,12,7.2,5.09,0.2469,0.256,5,90.05,18.01,177,0.1207,desktop,West,email
CUST00537,12,6.85,4.89,0.2985,0.2676,4,27.16,6.79,187,0.1248,mobile,East,direct
CUST00538,12,6.94,5.0,0.1718,0.2876,5,318.86,63.77,166,0.0656,mobile,West,paid_search
CUST00539,12,6.95,4.98,0.2663,0.239,4,99.06,24.76,184,0.079,desktop,South,social
CUST00540,12,6.88,4.84,0.2802,0.249,6,1908.56,318.09,176,0.1206,mobile,International,social
CUST00541,11,6.58,4.68,0.3338,0.2065,5,405.93,81.19,170,0.0222,desktop,South,email
CUST00542,14,7.79,5.34,0.2843,0.1412,4,197.99,49.5,190,0.1008,desktop,East,email
CUST00543,12,6.96,4.84,0.346,0.1907,6,110.84,18.47,181,0.0635,desktop,South,organic
CUST00544,12,6.85,4.9,0.3695,0.2211,4,38.62,9.65,161,0.1035,desktop,North,social
CUST00545,10,6.26,4.52,0.3554,0.225,6,45.17,7.53,180,0.0593,mobile,East,email
CUST00546,12,6.83,4.92,0.3187,0.3126,5,113.47,22.69,169,0.12,mobile,South,social
CUST00547,10,6.11,4.26,0.3213,0.2402,4,103.21,25.8,182,0.0602,mobile,East,social
CUST00548,12,6.83,4.83,0.2589,0.2851,4,71.23,17.81,177,0.001,mobile,East,organic
CUST00549,14,7.89,5.63,0.3186,0.1839,5,389.85,77.97,185,0.1201,mobile,East,paid_search
CUST00550,12,7.26,5.16,0.3842,0.2046,5,461.83,92.37,176,0.0045,mobile,North,email
CUST00551,14,7.76,5.54,0.3145,0.1515,5,138.87,27.77,190,0.1078,desktop,South,direct
CUST00552,11,6.59,4.77,0.4022,0.1878,6,2671.03,445.17,176,0.0468,mobile,West,organic
CUST00553,12,6.85,4.93,0.2237,0.2463,4,28.29,7.07,174,0.1111,mobile,South,social
CUST00554,13,7.43,5.23,0.2362,0.2156,5,262.92,52.58,177,0.1077,mobile,South,email
CUST00555,12,6.8,4.85,0.3419,0.2665,6,186.8,31.13,183,0.0706,mobile,East,email
CUST00556,12,6.77,4.82,0.3045,0.2223,6,123.94,20.66,181,0.0747,desktop,West,social
CUST00557,11,6.71,4.8,0.3835,0.2163,6,103.37,17.23,185,0.0689,desktop,West,organic
CUST00558,10,6.21,4.5,0.3128,0.338,5,242.6,48.52,173,0.001,desktop,North,social
CUST00559,10,6.11,4.44,0.2687,0.2247,4,185.2,46.3,174,0.0587,desktop,West,email
CUST00560,12,7.05,5.07,0.2764,0.2681,5,150.8,30.16,175,0.001,desktop,West,social
CUST00561,12,7.0,5.02,0.2313,0.2061,6,49.2,8.2,193,0.0527,desktop,West,email
CUST00562,14,7.73,5.55,0.245,0.2566,4,33.16,8.29,191,0.001,mobile,East,paid_search
CUST00563,12,6.88,4.93,0.3611,0.2761,5,171.34,34.27,168,0.001,mobile,West,direct
CUST00564,10,6.38,4.64,0.3435,0.2303,4,148.91,37.23,177,0.1316,desktop,East,email
CUST00565,13,7.4,5.26,0.3125,0.0979,3,191.83,63.94,180,0.1042,mobile,West,social
CUST00566,12,7.23,5.17,0.2194,0.2252,6,213.97,35.66,188,0.0458,mobile,West,direct
CUST00567,13,7.36,5.28,0.2982,0.294,4,128.33,32.08,178,0.0604,mobile,West,direct
CUST00568,11,6.81,4.84,0.2376,0.2455,5,188.23,37.65,184,0.0358,mobile,East,email
CUST00569,11,6.71,4.81,0.3593,0.2427,4,85.26,21.32,189,0.0744,desktop,West,social
CUST00570,13,7.26,5.27,0.2553,0.1218,5,1607.3,321.46,177,0.0179,mobile,North,paid_search
CUST00571,10,6.22,4.48,0.2366,0.1769,6,91.12,15.19,187,0.096,mobile,North,paid_search
CUST00572,11,6.76,4.79,0.3077,0.2454,5,154.75,30.95,182,0.0364,mobile,East,organic
CUST00573,11,6.71,4.93,0.2872,0.2555,6,100.08,16.68,171,0.0327,desktop,West,paid_search
CUST00574,12,7.02,5.0,0.3633,0.2722,4,98.03,24.51,176,0.053,desktop,North,social
CUST00575,12,7.14,5.13,0.2822,0.2275,5,252.25,50.45,192,0.0148,mobile,East,organic
CUST00576,13,7.38,5.37,0.2166,0.2298,5,215.66,43.13,178,0.0674,desktop,North,direct
CUST00577,14,7.86,5.57,0.2343,0.2535,5,138.73,27.75,181,0.0224,mobile,East,social
CUST00578,13,7.25,5.11,0.3104,0.18,5,172.41,34.48,165,0.0802,desktop,West,paid_search
CUST00579,12,7.04,5.08,0.2786,0.1124,5,100.58,20.12,177,0.1124,desktop,West,paid_search
CUST00580,13,7.38,5.16,0.2202,0.2351,5,401.9,80.38,189,0.0099,tablet,South,organic
CUST00581,12,7.29,5.12,0.37,0.2369,5,3097.92,619.58,166,0.0498,mobile,International,email
CUST00582,12,7.05,5.01,0.3424,0.1961,4,83.05,20.76,185,0.0716,mobile,West,paid_search
CUST00583,13,7.4,5.2,0.3101,0.148,5,398.06,79.61,180,0.0279,mobile,West,social
CUST00584,10,6.34,4.47,0.3634,0.2477,6,258.66,43.11,174,0.0754,mobile,West,social
CUST00585,13,7.28,5.23,0.3338,0.2072,5,558.84,111.77,185,0.0753,mobile,International,social
CUST00586,13,7.28,5.21,0.2645,0.2523,5,578.62,115.72,184,0.1022,mobile,West,paid_search
CUST00587,10,6.0,4.43,0.2629,0.3247,5,315.36,63.07,188,0.0165,mobile,East,organic
CUST00588,13,7.18,5.2,0.3356,0.1088,6,232.95,38.82,175,0.0052,tablet,South,organic
CUST00589,13,7.37,5.16,0.3014,0.1707,6,143.08,23.85,178,0.0356,mobile,West,paid_search
CUST00590,12,6.91,4.9,0.3104,0.211,4,95.12,23.78,176,0.0031,tablet,East,email
CUST00591,11,6.51,4.68,0.2394,0.2785,4,217.1,54.28,171,0.0824,desktop,East,paid_search
CUST00592,11,6.7,4.75,0.3511,0.1543,5,50.07,10.01,194,0.001,desktop,South,organic
CUST00593,11,6.46,4.74,0.2789,0.3298,5,117.51,23.5,184,0.1646,tablet,South,organic
CUST00594,12,7.09,5.02,0.3017,0.2321,6,960.2,160.03,168,0.1202,desktop,East,social
CUST00595,12,6.89,4.8,0.3544,0.2013,5,276.35,55.27,178,0.0516,desktop,West,paid_search
CUST00596,11,6.48,4.78,0.254,0.2,5,737.0,147.4,181,0.0932,mobile,West,organic
CUST00597,12,7.04,4.98,0.2111,0.1902,5,1503.04,300.61,188,0.001,mobile,North,social
CUST00598,13,7.39,5.24,0.2613,0.2833,4,196.63,49.16,188,0.1727,tablet,North,organic
CUST00599,10,6.33,4.46,0.3409,0.1597,5,316.11,63.22,192,0.0151,mobile,North,paid_search
CUST00600,11,6.61,4.81,0.2992,0.2267,5,168.54,33.71,180,0.0442,mobile,North,paid_search
CUST00601,1,2.17,1.72,0.1609,0.0976,1,89.69,89.69,265,0.001,desktop,North,direct
CUST00602,3,3.25,2.5,0.1576,0.091,1,75.41,75.41,255,0.0399,desktop,West,organic
CUST00603,2,2.85,2.29,0.1738,0.2322,1,693.27,693.27,249,0.001,desktop,International,paid_search
CUST00604,1,2.04,1.68,0.1102,0.1263,1,316.62,316.62,260,0.0186,mobile,South,direct
CUST00605,2,2.77,2.16,0.1849,0.1492,1,2394.3,2394.3,274,0.001,desktop,East,paid_search
CUST00606,3,2.98,2.23,0.1442,0.1842,1,812.92,812.92,262,0.001,mobile,West,social
CUST00607,1,1.75,1.5,0.1271,0.0493,1,99.17,99.17,263,0.001,tablet,International,paid_search
CUST00608,3,2.99,2.35,0.1286,0.1991,1,690.87,690.87,271,0.02,mobile,International,organic
CUST00609,2,2.53,1.95,0.1439,0.01,1,167.87,167.87,266,0.001,desktop,North,social
CUST00610,1,2.44,1.97,0.1737,0.0852,1,1099.94,1099.94,275,0.001,mobile,North,direct
CUST00611,3,3.32,2.56,0.1954,0.1066,1,134.2,134.2,257,0.0483,mobile,North,paid_search
CUST00612,1,2.36,1.9,0.01,0.1469,1,66.69,66.69,265,0.1417,mobile,East,social
CUST00613,1,2.2,1.7,0.1153,0.1187,1,91.57,91.57,270,0.0333,mobile,West,social
CUST00614,1,2.47,2.09,0.1358,0.0991,1,97.54,97.54,250,0.001,desktop,South,paid_search
CUST00615,1,2.21,1.86,0.2435,0.1169,1,86.67,86.67,259,0.001,mobile,West,social
CUST00616,2,2.41,2.02,0.121,0.0739,1,120.63,120.63,273,0.0094,mobile,East,organic
CUST00617,2,2.88,2.32,0.1851,0.0495,1,704.97,704.97,262,0.001,mobile,International,paid_search
CUST00618,2,2.79,2.32,0.2369,0.1491,1,2249.35,2249.35,243,0.0665,desktop,North,paid_search
CUST00619,1,2.17,1.69,0.0807,0.1352,1,47.32,47.32,257,0.0261,mobile,North,email
CUST00620,1,2.39,1.92,0.2043,0.2095,1,1165.19,1165.19,256,0.0605,mobile,South,paid_search
CUST00621,1,2.21,1.7,0.1481,0.0936,1,135.63,135.63,269,0.001,desktop,North,social
CUST00622,1,2.16,1.84,0.1514,0.1587,1,376.04,376.04,263,0.0786,tablet,West,organic
CUST00623,1,2.46,2.03,0.0989,0.0807,1,31.72,31.72,268,0.0016,desktop,North,organic
CUST00624,1,2.3,1.85,0.1479,0.1897,1,467.44,467.44,256,0.001,desktop,West,social
CUST00625,1,2.46,1.88,0.2973,0.1632,1,20.56,20.56,260,0.1226,mobile,North,email
CUST00626,2,2.75,2.07,0.2203,0.1357,1,360.6,360.6,267,0.001,desktop,South,paid_search
CUST00627,1,2.03,1.69,0.2089,0.0894,1,336.22,336.22,253,0.001,desktop,West,paid_search
CUST00628,1,1.94,1.67,0.1717,0.1492,1,309.8,309.8,258,0.001,tablet,International,direct
CUST00629,2,2.71,2.14,0.0812,0.1447,1,98.72,98.72,260,0.1391,mobile,South,organic
CUST00630,2,2.56,2.05,0.1548,0.0575,1,482.39,482.39,270,0.0997,tablet,International,social
CUST00631,2,2.54,1.97,0.2589,0.08,1,396.65,396.65,266,0.086,mobile,East,social
CUST00632,2,2.96,2.3,0.1288,0.1056,1,188.8,188.8,258,0.001,desktop,South,social
CUST00633,4,3.43,2.6,0.198,0.1789,1,561.07,561.07,270,0.1303,mobile,West,direct
CUST00634,2,2.76,2.13,0.1878,0.1627,1,217.44,217.44,264,0.0298,mobile,South,social
CUST00635,2,2.9,2.25,0.27,0.069,1,470.18,470.18,262,0.0616,mobile,South,paid_search
CUST00636,1,2.22,1.77,0.1271,0.0434,1,209.46,209.46,264,0.0203,mobile,West,paid_search
CUST00637,4,3.7,2.75,0.116,0.1833,1,319.79,319.79,267,0.0079,desktop,South,paid_search
CUST00638,3,2.91,2.24,0.1751,0.0801,1,497.64,497.64,277,0.001,desktop,North,organic
CUST00639,3,3.32,2.54,0.242,0.1446,1,149.68,149.68,258,0.004,desktop,North,direct
CUST00640,1,1.33,1.21,0.0736,0.0842,1,53.3,53.3,255,0.0464,mobile,West,organic
CUST00641,1,2.08,1.64,0.0627,0.1968,1,344.12,344.12,261,0.0318,tablet,West,social
CUST00642,1,2.07,1.82,0.164,0.0722,1,1063.25,1063.25,257,0.0134,desktop,South,social
CUST00643,2,2.74,2.21,0.1397,0.1697,1,354.07,354.07,275,0.0825,mobile,West,email
CUST00644,1,2.43,1.88,0.1647,0.1237,1,362.48,362.48,272,0.001,desktop,South,social
CUST00645,3,3.2,2.39,0.2257,0.1381,1,232.27,232.27,248,0.0446,mobile,West,social
CUST00646,2,2.58,2.2,0.1426,0.0206,1,609.68,609.68,253,0.053,mobile,International,paid_search
CUST00647,3,2.96,2.36,0.0629,0.01,1,194.48,194.48,265,0.0691,mobile,West,social
CUST00648,1,2.22,1.71,0.2664,0.1033,1,139.68,139.68,266,0.0075,desktop,East,paid_search
CUST00649,1,2.55,2.04,0.1159,0.128,1,958.35,958.35,281,0.0145,mobile,West,direct
CUST00650,1,2.27,1.83,0.1149,0.061,1,127.07,127.07,266,0.06,mobile,South,organic
CUST00651,1,1.65,1.45,0.2286,0.0671,1,734.09,734.09,272,0.0826,tablet,East,paid_search
CUST00652,1,2.22,1.8,0.1433,0.1411,1,959.11,959.11,281,0.001,mobile,South,paid_search
CUST00653,2,2.9,2.23,0.179,0.1565,1,492.8,492.8,272,0.0216,mobile,South,email
CUST00654,1,2.47,1.96,0.1891,0.108,1,52.3,52.3,256,0.0989,tablet,North,social
CUST00655,1,2.13,1.75,0.2203,0.1549,1,253.04,253.04,250,0.001,mobile,North,organic
CUST00656,2,2.78,2.3,0.159,0.0646,1,190.66,190.66,252,0.001,desktop,East,organic
CUST00657,2,2.73,2.06,0.2294,0.0882,1,132.6,132.6,257,0.0884,mobile,West,paid_search
CUST00658,1,2.3,1.94,0.0517,0.1924,1,291.87,291.87,258,0.0689,desktop,North,paid_search
CUST00659,2,2.66,2.05,0.2072,0.1217,1,632.76,632.76,254,0.0426,mobile,North,paid_search
CUST00660,2,2.55,2.07,0.1357,0.1312,1,138.88,138.88,259,0.001,tablet,East,paid_search
CUST00661,3,3.31,2.58,0.2307,0.228,1,198.01,198.01,269,0.001,mobile,West,social
CUST00662,1,1.96,1.64,0.1615,0.0368,1,181.68,181.68,274,0.001,desktop,North,paid_search
CUST00663,1,2.51,2.05,0.1435,0.1643,1,1030.26,1030.26,250,0.0956,tablet,North,direct
CUST00664,2,2.66,2.02,0.2121,0.209,1,178.12,178.12,255,0.001,tablet,East,organic
CUST00665,1,1.98,1.64,0.2217,0.1081,1,53.27,53.27,258,0.0196,mobile,West,social
CUST00666,1,1.9,1.6,0.185,0.1486,1,35.04,35.04,270,0.001,desktop,North,social
CUST00667,2,2.74,2.08,0.0951,0.0515,1,383.0,383.0,273,0.05,mobile,South,organic
CUST00668,2,2.78,2.15,0.1492,0.0872,1,95.63,95.63,258,0.001,desktop,West,paid_search
CUST00669,2,2.53,2.1,0.1575,0.1286,1,558.91,558.91,279,0.001,mobile,North,paid_search
CUST00670,2,2.72,2.14,0.1418,0.1385,1,47.26,47.26,264,0.001,mobile,North,organic
CUST00671,2,2.93,2.22,0.1984,0.1679,1,125.76,125.76,257,0.001,mobile,East,paid_search
CUST00672,2,2.65,2.07,0.0685,0.1968,1,47.3,47.3,275,0.0071,desktop,International,paid_search
CUST00673,2,2.81,2.25,0.19,0.1181,1,418.56,418.56,264,0.001,mobile,South,organic
CUST00674,1,2.62,1.99,0.1487,0.1733,1,545.35,545.35,250,0.1231,mobile,East,paid_search
CUST00675,3,2.92,2.37,0.1054,0.0841,1,371.76,371.76,251,0.001,mobile,South,paid_search
CUST00676,2,2.68,2.15,0.1426,0.1716,1,63.99,63.99,254,0.001,tablet,West,organic
CUST00677,2,2.62,2.08,0.1684,0.1363,1,97.4,97.4,263,0.0134,desktop,North,organic
CUST00678,1,2.41,1.85,0.01,0.1537,1,326.82,326.82,250,0.001,mobile,East,social
CUST00679,2,2.74,2.12,0.111,0.1215,1,30.43,30.43,280,0.001,tablet,West,social
CUST00680,2,2.76,2.16,0.1332,0.0441,1,181.66,181.66,262,0.001,desktop,International,direct
CUST00681,4,3.33,2.57,0.1848,0.0535,1,1593.39,1593.39,250,0.001,mobile,West,organic
CUST00682,4,3.37,2.6,0.1248,0.1202,1,195.92,195.92,251,0.0032,mobile,South,organic
CUST00683,1,2.12,1.81,0.1477,0.0255,1,38.92,38.92,249,0.1164,mobile,South,organic
CUST00684,2,2.76,2.17,0.2302,0.1473,1,115.56,115.56,267,0.0144,desktop,South,paid_search
CUST00685,1,2.32,1.9,0.2193,0.1622,1,112.28,112.28,255,0.0748,tablet,East,social
CUST00686,2,2.61,2.13,0.2164,0.1362,1,3441.35,3441.35,257,0.0399,mobile,West,paid_search
CUST00687,1,1.42,1.22,0.136,0.0558,1,1914.82,1914.82,271,0.0639,mobile,West,email
CUST00688,2,2.65,2.07,0.1894,0.1819,1,603.54,603.54,249,0.001,mobile,South,social
CUST00689,1,2.23,1.77,0.1513,0.2153,1,160.17,160.17,267,0.001,mobile,West,direct
CUST00690,2,2.58,2.02,0.145,0.1144,1,1078.11,1078.11,257,0.0802,desktop,International,organic
CUST00691,2,2.79,2.21,0.1746,0.1321,1,60.34,60.34,267,0.001,desktop,International,organic
CUST00692,2,2.53,2.04,0.1462,0.1337,1,924.95,924.95,259,0.1023,mobile,West,organic
CUST00693,1,2.28,1.83,0.237,0.1395,1,769.85,769.85,269,0.0839,desktop,East,organic
CUST00694,1,2.37,1.97,0.1361,0.0928,1,202.97,202.97,265,0.001,mobile,East,direct
CUST00695,1,2.47,1.95,0.1927,0.1107,1,999.32,999.32,259,0.001,tablet,North,paid_search
CUST00696,2,2.92,2.21,0.229,0.1535,1,140.84,140.84,271,0.001,mobile,North,social
CUST00697,1,2.26,1.9,0.2118,0.2286,1,51.29,51.29,274,0.001,desktop,East,paid_search
CUST00698,1,2.26,1.92,0.097,0.0469,1,818.88,818.88,268,0.001,mobile,North,organic
CUST00699,1,2.31,1.82,0.1747,0.1001,1,220.24,220.24,270,0.0308,mobile,East,organic
CUST00700,2,2.79,2.13,0.1834,0.0372,1,514.55,514.55,259,0.001,desktop,East,paid_search
CUST00701,2,2.58,2.11,0.2459,0.2229,1,2319.44,2319.44,271,0.0389,mobile,East,social
CUST00702,1,2.45,1.96,0.0854,0.067,1,100.27,100.27,270,0.0408,tablet,North,direct
CUST00703,2,2.91,2.16,0.1247,0.0371,1,204.98,204.98,268,0.001,desktop,North,social
CUST00704,3,3.25,2.45,0.2104,0.1435,1,1700.62,1700.62,256,0.093,tablet,North,paid_search
CUST00705,2,2.7,2.13,0.1319,0.2061,1,558.91,558.91,279,0.031,tablet,North,organic
CUST00706,1,2.27,1.86,0.1614,0.1571,1,103.1,103.1,274,0.0447,mobile,International,email
CUST00707,2,2.53,1.96,0.2668,0.1431,1,75.22,75.22,263,0.001,desktop,South,organic
CUST00708,2,2.94,2.29,0.1577,0.1316,1,127.45,127.45,270,0.0402,desktop,South,direct
CUST00709,3,3.16,2.54,0.125,0.1829,1,98.29,98.29,265,0.0677,mobile,North,paid_search
CUST00710,3,3.45,2.56,0.1431,0.0884,1,328.05,328.05,264,0.007,desktop,East,organic
CUST00711,2,2.64,2.14,0.1612,0.0935,1,269.58,269.58,273,0.1082,desktop,West,paid_search
CUST00712,2,2.55,2.14,0.0835,0.0808,1,345.47,345.47,270,0.0116,desktop,North,direct
CUST00713,1,2.27,1.89,0.1454,0.0509,1,86.61,86.61,255,0.0727,mobile,International,paid_search
CUST00714,1,2.02,1.68,0.1846,0.1009,1,224.19,224.19,266,0.0252,desktop,West,organic
CUST00715,1,2.2,1.69,0.2268,0.168,1,19.32,19.32,261,0.0425,mobile,North,organic
CUST00716,1,2.24,1.86,0.2049,0.1484,1,292.69,292.69,256,0.001,desktop,East,social
CUST00717,2,2.71,2.18,0.1251,0.144,1,1045.09,1045.09,270,0.0277,mobile,East,organic
CUST00718,2,2.73,2.16,0.2405,0.1352,1,42.11,42.11,259,0.001,mobile,South,email
CUST00719,1,1.59,1.46,0.1421,0.135,1,444.57,444.57,271,0.001,tablet,West,direct
CUST00720,1,1.98,1.76,0.0942,0.068,1,115.04,115.04,264,0.099,desktop,North,direct
CUST00721,1,1.47,1.36,0.1278,0.0773,1,659.32,659.32,259,0.0035,tablet,South,organic
CUST00722,1,1.35,1.23,0.2302,0.1194,1,297.66,297.66,250,0.001,mobile,South,social
CUST00723,1,2.29,1.9,0.1784,0.1329,1,403.38,403.38,280,0.001,desktop,East,organic
CUST00724,2,2.82,2.11,0.1685,0.1333,1,265.09,265.09,230,0.001,desktop,West,social
CUST00725,1,1.54,1.35,0.2701,0.1262,1,1262.31,1262.31,260,0.0853,desktop,North,email
CUST00726,1,2.42,2.05,0.0877,0.0917,1,375.82,375.82,259,0.001,mobile,North,paid_search
CUST00727,1,1.71,1.5,0.1109,0.2808,1,102.38,102.38,272,0.0347,mobile,East,email
CUST00728,1,2.29,1.85,0.1012,0.1735,1,276.42,276.42,259,0.0816,tablet,North,email
CUST00729,1,2.18,1.73,0.1939,0.1436,1,155.15,155.15,246,0.001,mobile,North,organic
CUST00730,1,2.42,2.04,0.1824,0.1104,1,299.04,299.04,251,0.044,tablet,South,social
CUST00731,1,2.17,1.87,0.2522,0.1003,1,145.7,145.7,262,0.001,mobile,North,organic
CUST00732,2,2.54,1.98,0.1806,0.1111,1,106.06,106.06,261,0.1356,tablet,South,paid_search
CUST00733,3,3.26,2.48,0.1581,0.14,1,312.98,312.98,266,0.0576,desktop,South,organic
CUST00734,1,2.09,1.7,0.178,0.031,1,262.15,262.15,250,0.0084,desktop,North,direct
CUST00735,1,2.2,1.85,0.1678,0.0341,1,910.65,910.65,265,0.001,mobile,East,paid_search
CUST00736,3,2.93,2.32,0.0751,0.0783,1,146.56,146.56,262,0.0061,tablet,North,social
CUST00737,2,2.67,2.14,0.285,0.1133,1,21.19,21.19,288,0.001,mobile,International,social
CUST00738,1,2.49,1.96,0.169,0.0859,1,156.11,156.11,256,0.1131,desktop,South,email
CUST00739,2,2.68,2.29,0.196,0.2049,1,32.82,32.82,248,0.001,mobile,West,social
CUST00740,3,2.92,2.23,0.1926,0.0384,1,408.88,408.88,271,0.0151,desktop,West,organic
CUST00741,1,2.15,1.67,0.1923,0.071,1,30.95,30.95,272,0.0076,desktop,South,social
CUST00742,3,3.0,2.35,0.1545,0.1883,1,72.18,72.18,267,0.0045,mobile,West,paid_search
CUST00743,1,1.68,1.38,0.1371,0.1244,1,156.41,156.41,263,0.0068,desktop,West,social
CUST00744,1,1.81,1.51,0.2218,0.1801,1,1647.51,1647.51,261,0.0071,mobile,North,organic
CUST00745,3,2.98,2.33,0.1729,0.2087,1,65.03,65.03,262,0.0569,tablet,International,organic
CUST00746,2,2.64,2.03,0.1417,0.0937,1,248.47,248.47,260,0.044,tablet,North,direct
CUST00747,1,1.74,1.46,0.223,0.1,1,500.88,500.88,262,0.0338,mobile,North,organic
CUST00748,1,2.0,1.69,0.2122,0.1267,1,1530.04,1530.04,257,0.001,mobile,West,paid_search
CUST00749,2,2.53,2.0,0.1986,0.015,1,639.51,639.51,261,0.0278,desktop,North,organic
CUST00750,2,2.57,2.07,0.2178,0.0864,1,944.96,944.96,264,0.001,mobile,West,organic
CUST00751,1,1.64,1.47,0.1545,0.15,1,711.63,711.63,247,0.0519,mobile,West,organic
CUST00752,2,2.69,2.13,0.1628,0.128,1,54.96,54.96,276,0.0804,mobile,International,social
CUST00753,3,3.06,2.31,0.1991,0.141,1,381.56,381.56,250,0.001,mobile,East,direct
CUST00754,1,1.85,1.63,0.1099,0.0816,1,698.01,698.01,253,0.0033,mobile,International,paid_search
CUST00755,1,1.81,1.45,0.1295,0.0525,1,75.08,75.08,258,0.001,mobile,South,paid_search
CUST00756,3,2.99,2.24,0.165,0.1736,1,119.57,119.57,253,0.0786,mobile,North,social
CUST00757,1,1.69,1.46,0.112,0.0861,1,90.73,90.73,259,0.0189,desktop,East,paid_search
CUST00758,1,2.25,1.87,0.2813,0.1301,1,635.44,635.44,268,0.0964,desktop,East,direct
CUST00759,2,2.68,2.24,0.0814,0.1129,1,224.62,224.62,259,0.0349,mobile,East,paid_search
CUST00760,1,2.39,1.91,0.1024,0.1899,1,164.63,164.63,264,0.0238,desktop,East,paid_search
CUST00761,2,2.78,2.22,0.2328,0.1652,1,50.25,50.25,261,0.0168,desktop,South,paid_search
CUST00762,2,2.85,2.2,0.173,0.0287,1,225.15,225.15,265,0.0521,mobile,East,email
CUST00763,2,2.64,2.14,0.1299,0.0682,1,121.38,121.38,268,0.001,desktop,International,social
CUST00764,1,2.3,2.0,0.1848,0.1357,1,330.49,330.49,270,0.0136,desktop,East,organic
CUST00765,1,2.26,1.73,0.2412,0.1139,1,59.64,59.64,267,0.0075,mobile,South,organic
CUST00766,2,2.63,2.12,0.159,0.0887,1,304.83,304.83,267,0.0468,mobile,West,direct
CUST00767,1,1.85,1.65,0.2993,0.1692,1,142.28,142.28,261,0.0032,mobile,South,email
CUST00768,2,2.6,2.08,0.0881,0.1316,1,52.3,52.3,249,0.001,desktop,West,organic
CUST00769,2,2.6,2.14,0.2217,0.1348,1,47.49,47.49,248,0.0197,mobile,North,email
CUST00770,2,2.77,2.2,0.2308,0.1598,1,57.18,57.18,266,0.001,tablet,South,social
CUST00771,3,3.13,2.36,0.2115,0.0977,1,189.63,189.63,272,0.001,desktop,North,paid_search
CUST00772,1,2.41,1.95,0.159,0.1967,1,284.13,284.13,253,0.0534,mobile,North,organic
CUST00773,1,1.66,1.3,0.1524,0.0771,1,341.48,341.48,257,0.0443,mobile,West,email
CUST00774,1,2.42,1.91,0.1929,0.1523,1,357.77,357.77,253,0.0407,mobile,South,organic
CUST00775,2,2.98,2.26,0.2137,0.1928,1,95.88,95.88,259,0.0798,mobile,West,social
CUST00776,1,2.12,1.83,0.2067,0.0551,1,904.42,904.42,254,0.001,mobile,East,organic
CUST00777,1,2.19,1.82,0.2219,0.1016,1,141.71,141.71,257,0.001,desktop,South,email
CUST00778,2,2.68,2.15,0.0888,0.1525,1,426.67,426.67,265,0.0079,desktop,West,organic
CUST00779,1,2.37,1.95,0.1373,0.1602,1,199.79,199.79,261,0.001,mobile,East,organic
CUST00780,1,2.45,1.93,0.1078,0.0985,1,389.14,389.14,249,0.001,desktop,West,organic
CUST00781,1,2.22,1.92,0.1374,0.0718,1,187.78,187.78,265,0.0072,mobile,East,organic
CUST00782,1,2.4,1.96,0.2257,0.1706,1,397.9,397.9,251,0.001,mobile,North,paid_search
CUST00783,1,2.56,2.02,0.1648,0.1699,1,242.47,242.47,262,0.001,desktop,West,organic
CUST00784,1,1.83,1.47,0.3155,0.0725,1,668.62,668.62,259,0.001,mobile,South,direct
CUST00785,3,2.92,2.32,0.1609,0.0441,1,89.01,89.01,265,0.001,desktop,East,social
CUST00786,2,2.91,2.23,0.1393,0.1039,1,27.49,27.49,268,0.0218,tablet,International,social
CUST00787,2,2.69,2.18,0.1767,0.1514,1,73.53,73.53,269,0.001,desktop,South,organic
CUST00788,1,2.55,1.91,0.121,0.0906,1,916.24,916.24,266,0.0667,mobile,East,paid_search
CUST00789,1,1.1,1.07,0.157,0.145,1,202.17,202.17,275,0.0866,mobile,South,organic
CUST00790,1,1.95,1.66,0.2229,0.0806,1,274.16,274.16,260,0.0476,mobile,North,email
CUST00791,1,2.15,1.81,0.1769,0.0141,1,66.59,66.59,268,0.001,desktop,East,paid_search
CUST00792,1,1.86,1.63,0.1017,0.0754,1,265.33,265.33,261,0.0884,desktop,East,email
CUST00793,1,2.47,2.02,0.1131,0.1138,1,69.18,69.18,258,0.0936,desktop,South,paid_search
CUST00794,1,1.91,1.57,0.153,0.1094,1,82.95,82.95,269,0.0106,desktop,South,direct
CUST00795,1,1.83,1.55,0.1619,0.0518,1,148.84,148.84,259,0.0806,desktop,West,organic
CUST00796,2,2.93,2.36,0.2317,0.0297,1,424.01,424.01,265,0.001,desktop,North,organic
CUST00797,1,2.3,1.84,0.1159,0.1033,1,483.77,483.77,254,0.001,mobile,South,social
CUST00798,2,2.89,2.35,0.1737,0.1791,1,500.3,500.3,256,0.001,desktop,West,direct
CUST00799,4,3.55,2.67,0.1639,0.1713,1,34.41,34.41,278,0.0919,desktop,International,social
CUST00800,2,2.79,2.28,0.0479,0.1546,1,242.69,242.69,260,0.001,mobile,South,organic
CUST00801,2,2.6,2.01,0.1291,0.0787,1,191.89,191.89,252,0.0173,tablet,West,paid_search
CUST00802,1,2.06,1.67,0.1219,0.0502,1,36.87,36.87,256,0.0173,tablet,North,direct
